emissions,reading_date
0.225996,2025-10-07
0.063902,2025-09-14
0.008103,2026-01-07
0.237447,2026-01-02
0.388718,2025-11-26
0.247288,2025-11-17
0.471728,2025-10-26
0.471467,2025-12-20
0.453655,2025-11-24
0.330899,2025-10-21
0.440934,2025-09-12
0.283303,2025-10-04
0.287121,2026-01-03
0.446816,2025-12-09
0.175916,2025-11-13
0.024433,2025-10-14
0.238200,2025-12-25
0.078009,2026-02-10
0.117648,2025-12-09
0.412315,2025-09-16
0.097562,2025-09-06
0.108589,2025-12-19
0.377351,2026-01-01
0.392994,2025-08-19
0.179270,2025-12-10
0.042651,2025-11-23
0.125813,2025-11-07
0.134282,2025-11-24
0.410760,2025-11-12
0.174976,2026-01-14
0.478169,2026-01-03
0.112853,2025-10-27
0.448325,2025-11-16
0.416763,2025-10-12
0.168345,2025-10-26
0.487894,2025-12-25
0.335093,2025-10-22
0.327472,2025-11-13
0.315512,2026-01-21
0.456612,2026-01-01
0.255068,2026-01-16
0.015880,2025-09-11
0.384701,2025-11-06
0.376302,2025-10-19
0.424302,2025-12-07
0.159060,2026-01-13
0.305040,2025-12-03
0.185030,2025-10-20
0.055630,2025-12-06
0.196679,2025-10-11
0.026963,2025-10-25
0.112042,2025-09-01
0.246834,2025-12-15
0.298538,2026-01-16
0.003600,2025-10-26
0.026634,2025-11-09
0.127328,2025-09-11
0.038197,2025-12-14
0.244571,2025-09-14
0.172188,2025-09-24
0.299790,2025-12-12
0.286875,2025-10-10
0.410875,2025-08-22
0.131928,2025-12-30
0.492451,2025-11-20
0.262981,2025-09-11
0.063140,2025-08-22
0.305176,2025-12-24
0.319686,2025-09-02
0.145065,2025-09-26
0.268576,2025-09-02
0.103661,2026-01-08
0.070477,2025-08-31
0.083520,2025-12-17
0.399258,2025-08-28
0.480381,2025-10-14
0.480684,2025-10-29
0.306524,2025-09-19
0.001827,2026-01-08
0.100021,2026-01-27
0.159226,2025-12-15
0.193948,2025-11-18
0.113248,2026-01-02
0.193066,2025-11-20
0.310713,2025-11-11
0.295092,2025-08-27
0.014592,2025-12-25
0.025467,2025-11-05
0.233126,2025-08-21
0.103176,2025-09-08
0.313907,2025-08-21
0.153510,2025-12-19
0.212204,2025-10-18
0.186800,2025-10-21
0.489621,2026-01-13
0.352290,2026-01-01
0.233280,2025-09-13
0.217278,2025-09-06
0.409564,2025-12-24
0.320743,2025-10-11
0.225737,2026-01-15
0.431941,2025-12-11
0.069958,2026-01-12
0.354520,2025-12-02
0.447099,2025-09-25
0.059504,2026-01-01
0.137264,2025-11-23
0.446406,2025-09-04
0.231199,2026-02-04
0.369363,2025-12-09
0.241440,2025-11-25
0.054859,2025-09-27
0.231591,2025-11-23
0.407564,2025-08-30
0.290728,2025-10-17
0.351231,2025-11-22
0.424257,2025-11-20
0.201351,2025-11-01
0.155762,2025-09-27
0.233264,2025-12-15
0.442257,2025-10-14
0.338685,2025-12-01
0.310214,2025-09-01
0.123328,2025-11-17
0.080673,2025-09-19
0.154062,2025-09-27
0.161014,2025-11-11
0.199637,2025-09-26
0.072446,2025-10-27
0.063235,2026-01-14
0.080569,2025-10-14
0.443094,2025-10-27
0.101147,2025-11-06
0.205431,2025-10-11
0.016480,2026-01-05
0.092495,2025-11-12
0.358514,2025-08-22
0.192271,2025-09-25
0.076689,2025-09-15
0.196822,2026-01-04
0.242789,2025-12-01
0.087638,2025-12-07
0.369145,2025-09-01
0.350116,2025-09-15
0.160525,2025-12-24
0.289927,2025-11-25
0.251754,2025-12-03
0.374553,2025-09-28
0.166147,2025-12-01
0.299927,2025-09-21
0.376001,2025-08-21
0.108584,2025-09-11
0.334208,2025-11-09
0.369247,2025-08-17
0.044170,2025-11-01
0.189053,2025-12-10
0.496758,2025-09-14
0.291934,2025-11-26
0.123417,2025-10-13
0.220849,2025-09-30
0.048302,2025-09-11
0.007177,2025-09-07
0.275250,2026-02-09
0.262825,2025-09-20
0.492849,2025-10-13
0.315139,2026-02-04
0.100478,2025-10-20
0.443718,2026-01-12
0.102551,2025-11-02
0.005731,2025-09-17
0.010811,2025-12-05
0.414158,2025-08-20
0.281326,2025-12-15
0.094791,2025-11-22
0.181392,2025-10-22
0.327596,2026-01-21
0.395642,2025-08-26
0.366210,2025-10-14
0.195316,2026-02-06
0.286564,2026-02-09
0.267195,2025-12-31
0.474878,2025-10-15
0.128148,2025-10-08
0.029617,2026-01-21
0.121573,2025-11-18
0.443103,2025-09-09
0.325935,2025-12-27
0.489158,2025-12-13
0.061364,2025-11-01
0.087068,2026-01-02
0.034938,2025-09-09
0.030069,2025-10-03
0.408890,2025-09-08
0.492147,2025-10-18
0.111323,2025-10-10
0.306759,2025-10-09
0.347706,2025-10-01
0.404991,2026-01-25
0.144250,2025-10-27
0.055794,2026-02-08
0.212541,2025-09-03
0.284917,2025-11-01
0.274933,2025-09-18
0.490025,2026-01-25
0.360586,2025-11-25
0.315308,2025-12-29
0.459162,2026-02-01
0.463369,2025-10-27
0.007428,2025-10-27
0.415786,2026-02-08
0.097201,2025-10-21
0.481270,2026-01-18
0.031444,2025-12-26
0.398975,2026-01-31
0.027973,2026-01-30
0.200846,2026-02-01
0.257774,2026-02-04
0.343997,2025-08-25
0.265997,2025-10-17
0.016007,2026-01-16
0.042343,2025-09-12
0.320899,2025-09-11
0.332387,2025-11-10
0.349142,2025-12-30
0.356793,2026-01-27
0.227330,2026-02-08
0.362724,2025-09-09
0.223501,2025-11-30
0.264514,2026-01-12
0.197919,2026-01-29
0.451016,2025-09-07
0.482384,2025-12-13
0.363062,2025-12-15
0.379786,2025-11-14
0.154299,2025-11-21
0.175570,2025-11-14
0.020028,2025-12-20
0.155425,2025-10-05
0.427796,2026-01-17
0.375530,2025-11-01
0.148780,2025-10-13
0.323086,2025-08-26
0.168174,2025-10-19
0.082970,2025-12-07
0.203606,2025-09-16
0.470625,2026-02-07
0.362169,2025-12-05
0.042969,2025-08-28
0.476516,2025-12-01
0.338282,2026-01-21
0.139401,2025-12-29
0.169579,2026-01-07
0.435186,2025-10-12
0.475268,2025-10-09
0.241298,2025-08-17
0.010294,2025-11-11
0.031608,2025-12-13
0.177974,2026-01-07
0.296882,2026-01-23
0.087560,2025-11-01
0.380472,2025-11-22
0.423895,2025-09-29
0.293064,2025-09-28
0.191635,2025-08-22
0.028684,2026-01-23
0.337433,2026-01-14
0.029125,2026-02-12
0.210910,2025-12-22
0.300949,2026-01-24
0.452054,2026-01-09
0.278978,2025-10-03
0.473518,2025-10-07
0.304822,2025-09-02
0.405118,2026-01-14
0.255770,2025-11-11
0.382974,2026-01-10
0.417829,2025-12-02
0.209919,2025-09-04
0.219949,2025-09-05
0.115527,2025-11-10
0.386940,2025-09-25
0.353379,2025-10-31
0.399650,2025-12-13
0.288735,2026-02-10
0.356437,2025-09-16
0.098175,2025-11-27
0.055437,2025-12-30
0.282026,2025-10-14
0.134608,2025-09-28
0.212736,2025-09-22
0.374404,2025-10-07
0.076140,2025-10-03
0.424248,2025-08-23
0.301576,2026-02-08
0.365158,2025-12-03
0.067664,2025-08-20
0.295346,2025-12-16
0.055728,2025-10-21
0.435654,2026-02-11
0.074282,2025-12-30
0.298471,2025-08-27
0.225990,2025-09-01
0.400337,2025-11-24
0.381009,2025-10-07
0.297358,2025-11-08
0.121864,2025-10-21
0.240272,2025-09-03
0.406841,2025-12-29
0.201244,2026-02-09
0.201017,2025-11-03
0.192854,2025-11-19
0.301032,2025-12-05
0.161287,2025-11-16
0.151402,2026-01-19
0.283626,2025-11-11
0.012634,2025-11-10
0.181846,2025-12-23
0.039546,2025-11-17
0.197831,2025-08-23
0.152669,2025-08-31
0.292467,2025-10-15
0.072472,2026-01-23
0.002380,2026-01-02
0.169912,2025-08-27
0.120434,2025-10-12
0.468853,2026-01-12
0.153265,2025-10-02
0.328955,2025-12-08
0.124335,2026-01-22
0.431922,2025-08-26
0.367993,2025-11-25
0.147870,2025-09-21
0.369824,2025-09-07
0.048947,2025-10-22
0.331369,2025-09-18
0.240425,2025-10-26
0.291495,2025-09-12
0.188752,2025-08-30
0.007742,2026-01-21
0.383557,2025-09-21
